Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
61,Entry long,2026-07-13 01:03,GOLD BUY,1.14023,2000,2280.46,0.46,0.02,0.11,0.57,0.02,-3.65,-0.16,102.95,10.30,101
62,Exit short,2026-07-13 20:03,GOLD FLIP,1.13876,2000,2281.02,3.36,0.15,0.14,4.41,0.19,-8.25,-0.36,106.31,10.63,279
62,Entry short,2026-07-13 06:06,GOLD SELL,1.14051,2000,2281.02,3.36,0.15,0.14,4.41,0.19,-8.25,-0.36,106.31,10.63,279
63,Exit long,2026-07-14 20:06,GOLD FLIP,1.14239,2000,2277.52,7.16,0.31,0.11,14.87,0.65,-2.31,-0.10,113.4,11.34,480
63,Entry long,2026-07-13 20:03,GOLD BUY,1.13876,2000,2277.52,7.16,0.31,0.11,14.87,0.65,-2.31,-0.10,113.4,11.34,480
64,Exit long,2026-07-14 20:06,GOLD FLIP,1.14239,2000,2276.52,8.15,0.36,0.11,15.87,0.70,-1.31,-0.06,121.62,12.16,477
64,Entry long,2026-07-13 20:12,GOLD BUY,1.13826,2000,2276.52,8.15,0.36,0.11,15.87,0.70,-1.31,-0.06,121.62,12.16,477
65,Exit short,2026-07-16 20:03,GOLD FLIP,1.14396,2000,2284.78,-3.23,-0.14,0.09,3.49,0.15,-11.81,-0.52,118.25,11.82,959
65,Entry short,2026-07-14 20:06,GOLD SELL,1.14239,2000,2284.78,-3.23,-0.14,0.09,3.49,0.15,-11.81,-0.52,118.25,11.82,959
66,Exit short,2026-07-16 20:03,GOLD FLIP,1.14396,2000,2288.6,0.59,0.03,0.09,7.31,0.32,-7.99,-0.35,118.9,11.89,745
66,Entry short,2026-07-15 06:48,GOLD SELL,1.1443,2000,2288.6,0.59,0.03,0.09,7.31,0.32,-7.99,-0.35,118.9,11.89,745
67,Exit short,2026-07-16 20:03,GOLD FLIP,1.14396,2000,2294.02,6.01,0.26,0.09,7.69,0.34,-1.35,-0.06,124.98,12.50,479
67,Entry short,2026-07-15 20:06,GOLD SELL,1.14701,2000,2294.02,6.01,0.26,0.09,7.69,0.34,-1.35,-0.06,124.98,12.50,479
68,Exit long,2026-07-20 05:27,GOLD FLIP,1.14443,2000,2287.92,0.85,0.04,0.09,2.47,0.11,-3.23,-0.14,125.69,12.57,667
68,Entry long,2026-07-16 20:03,GOLD BUY,1.14396,2000,2287.92,0.85,0.04,0.09,2.47,0.11,-3.23,-0.14,125.69,12.57,667
69,Exit long,2026-07-20 05:27,GOLD FLIP,1.14443,2000,2287.2,1.57,0.07,0.09,1.67,0.07,-2.51,-0.11,127.32,12.73,187
69,Entry long,2026-07-17 20:03,GOLD BUY,1.1436,2000,2287.2,1.57,0.07,0.09,1.67,0.07,-2.51,-0.11,127.32,12.73,187
70,Exit long,2026-07-20 05:27,GOLD FLIP,1.14443,2000,2285.62,3.15,0.14,0.09,3.25,0.14,-0.13,-0.01,130.54,13.05,88
70,Entry long,2026-07-20 01:03,GOLD BUY,1.14281,2000,2285.62,3.15,0.14,0.09,3.25,0.14,-0.13,-0.01,130.54,13.05,88
71,Exit short,2026-07-20 20:03,GOLD FLIP,1.1416,2000,2288.86,5.52,0.24,0.14,8.27,0.36,-1.11,-0.05,136.06,13.61,292
71,Entry short,2026-07-20 05:27,GOLD SELL,1.14443,2000,2288.86,5.52,0.24,0.14,8.27,0.36,-1.11,-0.05,136.06,13.61,292
