Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
1,Exit short,2026-02-10 19:12,GOLD FLIP,1.18908,2000,2378.26,-0.04,0.00,0.14,0.81,0.03,-0.33,-0.01,-0.04,0.00,3
1,Entry short,2026-02-10 19:03,GOLD SELL,1.18913,2000,2378.26,-0.04,0.00,0.14,0.81,0.03,-0.33,-0.01,-0.04,0.00,3
2,Exit long,2026-02-11 05:33,GOLD FLIP,1.19123,2000,2378.16,4.16,0.17,0.14,4.89,0.21,-1.01,-0.04,4.12,0.41,207
2,Entry long,2026-02-10 19:12,GOLD BUY,1.18908,2000,2378.16,4.16,0.17,0.14,4.89,0.21,-1.01,-0.04,4.12,0.41,207
3,Exit short,2026-02-11 19:03,GOLD FLIP,1.1882,2000,2382.46,5.92,0.25,0.14,15.77,0.66,-3.09,-0.13,10.04,1.00,270
3,Entry short,2026-02-11 05:33,GOLD SELL,1.19123,2000,2382.46,5.92,0.25,0.14,15.77,0.66,-3.09,-0.13,10.04,1.00,270
4,Exit long,2026-02-13 19:03,GOLD FLIP,1.18727,2000,2376.4,-1.95,-0.08,0.09,1.57,0.07,-7.05,-0.30,7.88,0.79,960
4,Entry long,2026-02-11 19:03,GOLD BUY,1.1882,2000,2376.4,-1.95,-0.08,0.09,1.57,0.07,-7.05,-0.30,7.88,0.79,960
5,Exit long,2026-02-13 19:03,GOLD FLIP,1.18727,2000,2372.42,2.03,0.09,0.09,5.55,0.23,-3.07,-0.13,9.99,1.00,760
5,Entry long,2026-02-12 05:03,GOLD BUY,1.18621,2000,2372.42,2.03,0.09,0.09,5.55,0.23,-3.07,-0.13,9.99,1.00,760
6,Exit long,2026-02-13 19:03,GOLD FLIP,1.18727,2000,2372.28,2.17,0.09,0.09,4.55,0.19,-2.93,-0.12,12.23,1.22,480
6,Entry long,2026-02-12 19:03,GOLD BUY,1.18614,2000,2372.28,2.17,0.09,0.09,4.55,0.19,-2.93,-0.12,12.23,1.22,480
7,Exit long,2026-02-13 19:03,GOLD FLIP,1.18727,2000,2371.98,2.47,0.10,0.09,4.85,0.20,-2.63,-0.11,14.77,1.48,279
7,Entry long,2026-02-13 05:06,GOLD BUY,1.18599,2000,2371.98,2.47,0.10,0.09,4.85,0.20,-2.63,-0.11,14.77,1.48,279
8,Exit short,2026-02-16 00:03,GOLD FLIP,1.18661,2000,2374.54,1.18,0.05,0.14,1.91,0.08,-0.83,-0.03,15.95,1.60,99
8,Entry short,2026-02-13 19:03,GOLD SELL,1.18727,2000,2374.54,1.18,0.05,0.14,1.91,0.08,-0.83,-0.03,15.95,1.60,99
9,Exit long,2026-02-17 19:03,GOLD FLIP,1.18496,2000,2373.22,-3.39,-0.14,0.09,0.79,0.03,-12.31,-0.52,12.35,1.24,860
9,Entry long,2026-02-16 00:03,GOLD BUY,1.18661,2000,2373.22,-3.39,-0.14,0.09,0.79,0.03,-12.31,-0.52,12.35,1.24,860
10,Exit long,2026-02-17 19:03,GOLD FLIP,1.18496,2000,2370.18,-0.35,-0.01,0.09,0.79,0.03,-9.27,-0.39,12.08,1.21,480
10,Entry long,2026-02-16 19:03,GOLD BUY,1.18509,2000,2370.18,-0.35,-0.01,0.09,0.79,0.03,-9.27,-0.39,12.08,1.21,480
11,Exit long,2026-02-17 19:03,GOLD FLIP,1.18496,2000,2369.44,0.39,0.02,0.09,1.15,0.05,-8.53,-0.36,12.54,1.25,368
11,Entry long,2026-02-17 00:39,GOLD BUY,1.18472,2000,2369.44,0.39,0.02,0.09,1.15,0.05,-8.53,-0.36,12.54,1.25,368
12,Exit long,2026-02-17 19:03,GOLD FLIP,1.18496,2000,2367.56,2.27,0.10,0.09,3.03,0.13,-6.65,-0.28,14.88,1.49,275
12,Entry long,2026-02-17 05:18,GOLD BUY,1.18378,2000,2367.56,2.27,0.10,0.09,3.03,0.13,-6.65,-0.28,14.88,1.49,275
13,Exit short,2026-02-18 19:03,GOLD FLIP,1.17886,2000,2369.92,12.06,0.51,0.14,12.73,0.54,-1.69,-0.07,26.94,2.69,480
13,Entry short,2026-02-17 19:03,GOLD SELL,1.18496,2000,2369.92,12.06,0.51,0.14,12.73,0.54,-1.69,-0.07,26.94,2.69,480
14,Exit long,2026-02-20 19:03,GOLD FLIP,1.17884,2000,2357.72,-0.13,-0.01,0.09,3.75,0.16,-9.41,-0.40,26.67,2.67,960
14,Entry long,2026-02-18 19:03,GOLD BUY,1.17886,2000,2357.72,-0.13,-0.01,0.09,3.75,0.16,-9.41,-0.40,26.67,2.67,960
15,Exit long,2026-02-20 19:03,GOLD FLIP,1.17884,2000,2354.16,3.43,0.15,0.09,7.25,0.31,-5.57,-0.24,30.16,3.02,480
15,Entry long,2026-02-19 19:03,GOLD BUY,1.17708,2000,2354.16,3.43,0.15,0.09,7.25,0.31,-5.57,-0.24,30.16,3.02,480
16,Exit long,2026-02-20 19:03,GOLD FLIP,1.17884,2000,2350.48,7.11,0.30,0.09,10.93,0.46,-1.89,-0.08,37.34,3.73,277
16,Entry long,2026-02-20 05:12,GOLD BUY,1.17524,2000,2350.48,7.11,0.30,0.09,10.93,0.46,-1.89,-0.08,37.34,3.73,277
17,Exit short,2026-02-23 19:03,GOLD FLIP,1.17975,2000,2357.68,-1.92,-0.08,0.11,2.71,0.11,-9.37,-0.40,35.35,3.53,479
17,Entry short,2026-02-20 19:03,GOLD SELL,1.17884,2000,2357.68,-1.92,-0.08,0.11,2.71,0.11,-9.37,-0.40,35.35,3.53,479
18,Exit short,2026-02-23 19:03,GOLD FLIP,1.17975,2000,2365.52,5.92,0.25,0.11,10.55,0.45,-1.49,-0.06,41.33,4.13,380
18,Entry short,2026-02-23 00:03,GOLD SELL,1.18276,2000,2365.52,5.92,0.25,0.11,10.55,0.45,-1.49,-0.06,41.33,4.13,380
19,Exit long,2026-02-25 04:03,GOLD FLIP,1.17904,2000,2359.5,-1.51,-0.06,0.09,0.55,0.02,-6.35,-0.27,39.68,3.97,660
19,Entry long,2026-02-23 19:03,GOLD BUY,1.17975,2000,2359.5,-1.51,-0.06,0.09,0.55,0.02,-6.35,-0.27,39.68,3.97,660
20,Exit long,2026-02-25 04:03,GOLD FLIP,1.17904,2000,2354.48,3.51,0.15,0.09,4.33,0.18,-1.33,-0.06,43.25,4.33,532
20,Entry long,2026-02-24 01:27,GOLD BUY,1.17724,2000,2354.48,3.51,0.15,0.09,4.33,0.18,-1.33,-0.06,43.25,4.33,532
21,Exit long,2026-02-25 04:03,GOLD FLIP,1.17904,2000,2355.6,2.39,0.10,0.09,3.21,0.14,-1.33,-0.06,45.71,4.57,180
21,Entry long,2026-02-24 19:03,GOLD BUY,1.1778,2000,2355.6,2.39,0.10,0.09,3.21,0.14,-1.33,-0.06,45.71,4.57,180
22,Exit short,2026-02-26 19:03,GOLD FLIP,1.17861,2000,2358.08,0.77,0.03,0.09,3.89,0.16,-7.81,-0.33,46.34,4.63,780
22,Entry short,2026-02-25 04:03,GOLD SELL,1.17904,2000,2358.08,0.77,0.03,0.09,3.89,0.16,-7.81,-0.33,46.34,4.63,780
23,Exit short,2026-02-26 19:03,GOLD FLIP,1.17861,2000,2359.38,2.07,0.09,0.09,5.19,0.22,-6.51,-0.28,48.47,4.85,760
23,Entry short,2026-02-25 05:03,GOLD SELL,1.17969,2000,2359.38,2.07,0.09,0.09,5.19,0.22,-6.51,-0.28,48.47,4.85,760
24,Exit short,2026-02-26 19:03,GOLD FLIP,1.17861,2000,2361.82,4.51,0.19,0.09,6.97,0.30,-4.07,-0.17,53.05,5.31,476
24,Entry short,2026-02-25 19:15,GOLD SELL,1.18091,2000,2361.82,4.51,0.19,0.09,6.97,0.30,-4.07,-0.17,53.05,5.31,476
25,Exit long,2026-02-27 19:03,GOLD FLIP,1.18191,2000,2357.22,6.46,0.27,0.14,8.11,0.34,-0.33,-0.01,59.51,5.95,480
25,Entry long,2026-02-26 19:03,GOLD BUY,1.17861,2000,2357.22,6.46,0.27,0.14,8.11,0.34,-0.33,-0.01,59.51,5.95,480
26,Exit short,2026-03-02 19:09,GOLD FLIP,1.1699,2000,2363.82,23.92,1.01,0.11,29.41,1.24,-1.45,-0.06,83.36,8.34,480
26,Entry short,2026-02-27 19:03,GOLD SELL,1.18191,2000,2363.82,23.92,1.01,0.11,29.41,1.24,-1.45,-0.06,83.36,8.34,480
27,Exit short,2026-03-02 19:09,GOLD FLIP,1.1699,2000,2351.98,12.08,0.51,0.11,17.57,0.75,-7.25,-0.31,95.5,9.55,382
27,Entry short,2026-03-02 00:03,GOLD SELL,1.17599,2000,2351.98,12.08,0.51,0.11,17.57,0.75,-7.25,-0.31,95.5,9.55,382
28,Exit long,2026-03-03 19:03,GOLD FLIP,1.16156,2000,2339.8,-16.77,-0.72,0.09,2.81,0.12,-33.83,-1.45,78.59,7.86,478
28,Entry long,2026-03-02 19:09,GOLD BUY,1.1699,2000,2339.8,-16.77,-0.72,0.09,2.81,0.12,-33.83,-1.45,78.59,7.86,478
29,Exit long,2026-03-03 19:03,GOLD FLIP,1.16156,2000,2335.98,-12.95,-0.55,0.09,0.39,0.02,-30.01,-1.28,65.7,6.57,276
29,Entry long,2026-03-03 05:15,GOLD BUY,1.16799,2000,2335.98,-12.95,-0.55,0.09,0.39,0.02,-30.01,-1.28,65.7,6.57,276
30,Exit long,2026-03-03 19:03,GOLD FLIP,1.16156,2000,2333.8,-10.77,-0.46,0.09,0.49,0.02,-27.83,-1.19,55,5.50,267
30,Entry long,2026-03-03 05:42,GOLD BUY,1.1669,2000,2333.8,-10.77,-0.46,0.09,0.49,0.02,-27.83,-1.19,55,5.50,267
31,Exit short,2026-03-05 04:03,GOLD FLIP,1.16114,2000,2323.12,0.74,0.03,0.11,8.11,0.35,-7.93,-0.34,55.67,5.57,660
31,Entry short,2026-03-03 19:03,GOLD SELL,1.16156,2000,2323.12,0.74,0.03,0.11,8.11,0.35,-7.93,-0.34,55.67,5.57,660
32,Exit short,2026-03-05 04:03,GOLD FLIP,1.16114,2000,2325.46,3.08,0.13,0.11,3.47,0.15,-4.13,-0.18,58.81,5.88,180
32,Entry short,2026-03-04 19:03,GOLD SELL,1.16273,2000,2325.46,3.08,0.13,0.11,3.47,0.15,-4.13,-0.18,58.81,5.88,180
33,Exit long,2026-03-06 19:09,GOLD FLIP,1.16023,2000,2322.28,-1.91,-0.08,0.09,6.55,0.28,-13.13,-0.57,56.76,5.68,782
33,Entry long,2026-03-05 04:03,GOLD BUY,1.16114,2000,2322.28,-1.91,-0.08,0.09,6.55,0.28,-13.13,-0.57,56.76,5.68,782
34,Exit long,2026-03-06 19:09,GOLD FLIP,1.16023,2000,2320.84,-0.47,-0.02,0.09,7.99,0.34,-11.69,-0.50,56.35,5.64,749
34,Entry long,2026-03-05 05:42,GOLD BUY,1.16042,2000,2320.84,-0.47,-0.02,0.09,7.99,0.34,-11.69,-0.50,56.35,5.64,749
35,Exit long,2026-03-06 19:09,GOLD FLIP,1.16023,2000,2317.28,3.09,0.13,0.09,6.97,0.30,-8.13,-0.35,59.51,5.95,482
35,Entry long,2026-03-05 19:03,GOLD BUY,1.15864,2000,2317.28,3.09,0.13,0.09,6.97,0.30,-8.13,-0.35,59.51,5.95,482
36,Exit short,2026-03-09 00:03,GOLD FLIP,1.15263,2000,2320.46,15.06,0.65,0.14,16.11,0.69,-3.23,-0.14,74.57,7.46,117
36,Entry short,2026-03-06 19:09,GOLD SELL,1.16023,2000,2320.46,15.06,0.65,0.14,16.11,0.69,-3.23,-0.14,74.57,7.46,117
37,Exit long,2026-03-09 05:27,GOLD FLIP,1.15511,2000,2305.26,4.82,0.21,0.14,6.73,0.29,-3.91,-0.17,79.39,7.94,108
37,Entry long,2026-03-09 00:03,GOLD BUY,1.15263,2000,2305.26,4.82,0.21,0.14,6.73,0.29,-3.91,-0.17,79.39,7.94,108
38,Exit short,2026-03-10 19:03,GOLD FLIP,1.16205,2000,2310.22,-13.97,-0.60,0.09,7.07,0.31,-23.35,-1.01,65.21,6.52,752
38,Entry short,2026-03-09 05:27,GOLD SELL,1.15511,2000,2310.22,-13.97,-0.60,0.09,7.07,0.31,-23.35,-1.01,65.21,6.52,752
39,Exit short,2026-03-10 19:03,GOLD FLIP,1.16205,2000,2316,-8.19,-0.35,0.09,0.01,0.00,-17.57,-0.76,57.1,5.71,480
39,Entry short,2026-03-09 19:03,GOLD SELL,1.158,2000,2316,-8.19,-0.35,0.09,0.01,0.00,-17.57,-0.76,57.1,5.71,480
40,Exit short,2026-03-10 19:03,GOLD FLIP,1.16205,2000,2321.2,-2.99,-0.13,0.09,0,0.00,-12.37,-0.53,54.18,5.42,474
40,Entry short,2026-03-09 19:21,GOLD SELL,1.1606,2000,2321.2,-2.99,-0.13,0.09,0,0.00,-12.37,-0.53,54.18,5.42,474
41,Exit short,2026-03-10 19:03,GOLD FLIP,1.16205,2000,2325.1,0.91,0.04,0.09,3.61,0.16,-8.47,-0.36,55.16,5.52,464
41,Entry short,2026-03-09 19:51,GOLD SELL,1.16255,2000,2325.1,0.91,0.04,0.09,3.61,0.16,-8.47,-0.36,55.16,5.52,464
42,Exit long,2026-03-11 05:12,GOLD FLIP,1.16341,2000,2324.1,2.62,0.11,0.11,3.03,0.13,-3.61,-0.16,57.71,5.77,203
42,Entry long,2026-03-10 19:03,GOLD BUY,1.16205,2000,2324.1,2.62,0.11,0.11,3.03,0.13,-3.61,-0.16,57.71,5.77,203
43,Exit long,2026-03-11 05:12,GOLD FLIP,1.16341,2000,2322.18,4.54,0.20,0.11,4.95,0.21,-1.07,-0.05,62.31,6.23,103
43,Entry long,2026-03-11 00:03,GOLD BUY,1.16109,2000,2322.18,4.54,0.20,0.11,4.95,0.21,-1.07,-0.05,62.31,6.23,103
44,Exit short,2026-03-11 19:03,GOLD FLIP,1.15694,2000,2326.82,12.8,0.55,0.14,14.57,0.63,-2.29,-0.10,75.11,7.51,277
44,Entry short,2026-03-11 05:12,GOLD SELL,1.16341,2000,2326.82,12.8,0.55,0.14,14.57,0.63,-2.29,-0.10,75.11,7.51,277
45,Exit long,2026-03-16 00:03,GOLD FLIP,1.14423,2000,2313.88,-25.5,-1.10,0.08,1.31,0.06,-31.75,-1.37,49.26,4.93,1057
45,Entry long,2026-03-11 19:03,GOLD BUY,1.15694,2000,2313.88,-25.5,-1.10,0.08,1.31,0.06,-31.75,-1.37,49.26,4.93,1057
46,Exit long,2026-03-16 00:03,GOLD FLIP,1.14423,2000,2307.84,-19.46,-0.84,0.08,5.33,0.23,-25.71,-1.11,29.87,2.99,958
46,Entry long,2026-03-12 00:06,GOLD BUY,1.15392,2000,2307.84,-19.46,-0.84,0.08,5.33,0.23,-25.71,-1.11,29.87,2.99,958
47,Exit long,2026-03-16 00:03,GOLD FLIP,1.14423,2000,2303.04,-14.66,-0.64,0.08,2.87,0.12,-20.91,-0.91,15.28,1.53,578
47,Entry long,2026-03-12 19:06,GOLD BUY,1.15152,2000,2303.04,-14.66,-0.64,0.08,2.87,0.12,-20.91,-0.91,15.28,1.53,578
48,Exit long,2026-03-16 00:03,GOLD FLIP,1.14423,2000,2304.68,-16.3,-0.71,0.08,1.23,0.05,-22.55,-0.98,-0.96,-0.10,479
48,Entry long,2026-03-13 00:03,GOLD BUY,1.15234,2000,2304.68,-16.3,-0.71,0.08,1.23,0.05,-22.55,-0.98,-0.96,-0.10,479
49,Exit long,2026-03-16 00:03,GOLD FLIP,1.14423,2000,2301.7,-13.32,-0.58,0.08,0.03,0.00,-19.57,-0.85,-14.21,-1.42,399
49,Entry long,2026-03-13 04:03,GOLD BUY,1.15085,2000,2301.7,-13.32,-0.58,0.08,0.03,0.00,-19.57,-0.85,-14.21,-1.42,399
50,Exit long,2026-03-16 00:03,GOLD FLIP,1.14423,2000,2286.48,1.9,0.08,0.08,2.01,0.09,-4.35,-0.19,-12.24,-1.22,98
50,Entry long,2026-03-13 19:06,GOLD BUY,1.14324,2000,2286.48,1.9,0.08,0.08,2.01,0.09,-4.35,-0.19,-12.24,-1.22,98
51,Exit short,2026-03-17 05:51,GOLD FLIP,1.14826,2000,2288.46,-8.16,-0.36,0.11,5.53,0.24,-16.61,-0.73,-20.48,-2.05,596
51,Entry short,2026-03-16 00:03,GOLD SELL,1.14423,2000,2288.46,-8.16,-0.36,0.11,5.53,0.24,-16.61,-0.73,-20.48,-2.05,596
52,Exit short,2026-03-17 05:51,GOLD FLIP,1.14826,2000,2304.02,7.4,0.32,0.11,7.55,0.33,-1.05,-0.05,-13.01,-1.30,216
52,Entry short,2026-03-16 19:03,GOLD SELL,1.15201,2000,2304.02,7.4,0.32,0.11,7.55,0.33,-1.05,-0.05,-13.01,-1.30,216
53,Exit long,2026-03-17 19:03,GOLD FLIP,1.15393,2000,2296.52,11.2,0.49,0.14,12.87,0.56,-3.39,-0.15,-1.81,-0.18,264
53,Entry long,2026-03-17 05:51,GOLD BUY,1.14826,2000,2296.52,11.2,0.49,0.14,12.87,0.56,-3.39,-0.15,-1.81,-0.18,264
54,Exit short,2026-03-18 19:03,GOLD FLIP,1.14776,2000,2307.86,12.24,0.53,0.11,12.77,0.55,-3.29,-0.14,10.36,1.04,480
54,Entry short,2026-03-17 19:03,GOLD SELL,1.15393,2000,2307.86,12.24,0.53,0.11,12.77,0.55,-3.29,-0.14,10.36,1.04,480
55,Exit short,2026-03-18 19:03,GOLD FLIP,1.14776,2000,2309.04,13.42,0.58,0.11,13.95,0.60,-2.11,-0.09,23.84,2.38,268
55,Entry short,2026-03-18 05:39,GOLD SELL,1.15452,2000,2309.04,13.42,0.58,0.11,13.95,0.60,-2.11,-0.09,23.84,2.38,268
56,Exit long,2026-03-19 19:03,GOLD FLIP,1.15922,2000,2295.52,22.82,0.99,0.11,22.93,1.00,-6.99,-0.30,46.59,4.66,480
56,Entry long,2026-03-18 19:03,GOLD BUY,1.14776,2000,2295.52,22.82,0.99,0.11,22.93,1.00,-6.99,-0.30,46.59,4.66,480
57,Exit long,2026-03-19 19:03,GOLD FLIP,1.15922,2000,2293.72,24.62,1.07,0.11,24.73,1.08,-5.19,-0.23,71.27,7.13,378
57,Entry long,2026-03-19 00:09,GOLD BUY,1.14686,2000,2293.72,24.62,1.07,0.11,24.73,1.08,-5.19,-0.23,71.27,7.13,378
58,Exit short,2026-03-20 05:39,GOLD FLIP,1.15545,2000,2318.44,7.44,0.32,0.11,7.51,0.32,-4.83,-0.21,78.64,7.86,212
58,Entry short,2026-03-19 19:03,GOLD SELL,1.15922,2000,2318.44,7.44,0.32,0.11,7.51,0.32,-4.83,-0.21,78.64,7.86,212
59,Exit short,2026-03-20 05:39,GOLD FLIP,1.15545,2000,2321.98,10.98,0.47,0.11,11.05,0.48,-1.07,-0.05,89.68,8.97,210
59,Entry short,2026-03-19 19:09,GOLD SELL,1.16099,2000,2321.98,10.98,0.47,0.11,11.05,0.48,-1.07,-0.05,89.68,8.97,210
60,Exit long,2026-03-23 00:06,GOLD FLIP,1.15543,2000,2310.9,-0.14,-0.01,0.11,5.19,0.22,-6.01,-0.26,89.47,8.95,367
60,Entry long,2026-03-20 05:39,GOLD BUY,1.15545,2000,2310.9,-0.14,-0.01,0.11,5.19,0.22,-6.01,-0.26,89.47,8.95,367
61,Exit long,2026-03-23 00:06,GOLD FLIP,1.15543,2000,2310.78,-0.02,0.00,0.11,3.31,0.14,-3.79,-0.16,89.51,8.95,99
61,Entry long,2026-03-20 19:03,GOLD BUY,1.15539,2000,2310.78,-0.02,0.00,0.11,3.31,0.14,-3.79,-0.16,89.51,8.95,99
62,Exit short,2026-03-23 05:33,GOLD FLIP,1.15378,2000,2310.86,3.16,0.14,0.14,3.27,0.14,-2.09,-0.09,92.67,9.27,109
62,Entry short,2026-03-23 00:06,GOLD SELL,1.15543,2000,2310.86,3.16,0.14,0.14,3.27,0.14,-2.09,-0.09,92.67,9.27,109
63,Exit long,2026-03-23 19:09,GOLD FLIP,1.16281,2000,2307.56,17.95,0.78,0.11,20.35,0.88,-10.71,-0.46,110.56,11.06,272
63,Entry long,2026-03-23 05:33,GOLD BUY,1.15378,2000,2307.56,17.95,0.78,0.11,20.35,0.88,-10.71,-0.46,110.56,11.06,272
64,Exit long,2026-03-23 19:09,GOLD FLIP,1.16281,2000,2307.18,18.34,0.79,0.11,20.73,0.90,-10.33,-0.45,128.96,12.90,265
64,Entry long,2026-03-23 05:54,GOLD BUY,1.15359,2000,2307.18,18.34,0.79,0.11,20.73,0.90,-10.33,-0.45,128.96,12.90,265
65,Exit short,2026-03-24 05:09,GOLD FLIP,1.15767,2000,2325.62,10.14,0.44,0.14,10.41,0.45,-0.53,-0.02,139.1,13.91,200
65,Entry short,2026-03-23 19:09,GOLD SELL,1.16281,2000,2325.62,10.14,0.44,0.14,10.41,0.45,-0.53,-0.02,139.1,13.91,200
66,Exit long,2026-03-25 00:06,GOLD FLIP,1.16166,2000,2315.34,7.88,0.34,0.11,10.27,0.44,-3.99,-0.17,146.91,14.69,377
66,Entry long,2026-03-24 05:09,GOLD BUY,1.15767,2000,2315.34,7.88,0.34,0.11,10.27,0.44,-3.99,-0.17,146.91,14.69,377
67,Exit long,2026-03-25 00:06,GOLD FLIP,1.16166,2000,2317.08,6.14,0.26,0.11,8.53,0.37,-0.57,-0.02,153.11,15.31,101
67,Entry long,2026-03-24 19:03,GOLD BUY,1.15854,2000,2317.08,6.14,0.26,0.11,8.53,0.37,-0.57,-0.02,153.11,15.31,101
68,Exit short,2026-03-25 05:03,GOLD FLIP,1.1596,2000,2323.32,3.98,0.17,0.14,4.23,0.18,-2.89,-0.12,157.09,15.71,99
68,Entry short,2026-03-25 00:06,GOLD SELL,1.16166,2000,2323.32,3.98,0.17,0.14,4.23,0.18,-2.89,-0.12,157.09,15.71,99
69,Exit long,2026-03-27 05:09,GOLD FLIP,1.15441,2000,2319.2,-10.46,-0.45,0.08,4.07,0.18,-15.37,-0.66,146.35,14.63,961
69,Entry long,2026-03-25 05:03,GOLD BUY,1.1596,2000,2319.2,-10.46,-0.45,0.08,4.07,0.18,-15.37,-0.66,146.35,14.63,961
70,Exit long,2026-03-27 05:09,GOLD FLIP,1.15441,2000,2312.46,-3.72,-0.16,0.08,1.99,0.09,-8.63,-0.37,142.69,14.27,681
70,Entry long,2026-03-25 19:03,GOLD BUY,1.15623,2000,2312.46,-3.72,-0.16,0.08,1.99,0.09,-8.63,-0.37,142.69,14.27,681
71,Exit long,2026-03-27 05:09,GOLD FLIP,1.15441,2000,2310.96,-2.22,-0.10,0.08,3.49,0.15,-7.13,-0.31,140.54,14.05,568
71,Entry long,2026-03-26 00:45,GOLD BUY,1.15548,2000,2310.96,-2.22,-0.10,0.08,3.49,0.15,-7.13,-0.31,140.54,14.05,568
72,Exit long,2026-03-27 05:09,GOLD FLIP,1.15441,2000,2306.1,2.64,0.11,0.08,5.57,0.24,-2.27,-0.10,143.24,14.32,202
72,Entry long,2026-03-26 19:03,GOLD BUY,1.15305,2000,2306.1,2.64,0.11,0.08,5.57,0.24,-2.27,-0.10,143.24,14.32,202
73,Exit long,2026-03-27 05:09,GOLD FLIP,1.15441,2000,2304.58,4.16,0.18,0.08,7.09,0.31,-0.75,-0.03,147.47,14.75,187
73,Entry long,2026-03-26 19:48,GOLD BUY,1.15229,2000,2304.58,4.16,0.18,0.08,7.09,0.31,-0.75,-0.03,147.47,14.75,187
74,Exit short,2026-03-30 20:03,GOLD FLIP,1.14614,2000,2308.82,16.45,0.71,0.09,20.13,0.87,-0.83,-0.04,163.78,16.38,757
74,Entry short,2026-03-27 05:09,GOLD SELL,1.15441,2000,2308.82,16.45,0.71,0.09,20.13,0.87,-0.83,-0.04,163.78,16.38,757
75,Exit short,2026-03-30 20:03,GOLD FLIP,1.14614,2000,2302.16,9.79,0.43,0.09,13.47,0.59,-2.17,-0.09,173.63,17.36,479
75,Entry short,2026-03-27 19:03,GOLD SELL,1.15108,2000,2302.16,9.79,0.43,0.09,13.47,0.59,-2.17,-0.09,173.63,17.36,479
76,Exit short,2026-03-30 20:03,GOLD FLIP,1.14614,2000,2298.26,5.89,0.26,0.09,9.57,0.42,-6.07,-0.26,179.59,17.96,380
76,Entry short,2026-03-30 01:03,GOLD SELL,1.14913,2000,2298.26,5.89,0.26,0.09,9.57,0.42,-6.07,-0.26,179.59,17.96,380
77,Exit long,2026-03-31 20:06,GOLD FLIP,1.15408,2000,2292.28,15.74,0.69,0.14,19.55,0.85,-2.85,-0.12,195.33,19.53,481
77,Entry long,2026-03-30 20:03,GOLD BUY,1.14614,2000,2292.28,15.74,0.69,0.14,19.55,0.85,-2.85,-0.12,195.33,19.53,481
78,Exit short,2026-04-01 20:06,GOLD FLIP,1.15809,2000,2308.16,-8.11,-0.35,0.09,0.31,0.01,-17.35,-0.75,187.08,18.71,480
78,Entry short,2026-03-31 20:06,GOLD SELL,1.15408,2000,2308.16,-8.11,-0.35,0.09,0.31,0.01,-17.35,-0.75,187.08,18.71,480
79,Exit short,2026-04-01 20:06,GOLD FLIP,1.15809,2000,2311.82,-4.45,-0.19,0.09,1.71,0.07,-13.69,-0.59,182.69,18.27,462
79,Entry short,2026-03-31 21:00,GOLD SELL,1.15591,2000,2311.82,-4.45,-0.19,0.09,1.71,0.07,-13.69,-0.59,182.69,18.27,462
80,Exit short,2026-04-01 20:06,GOLD FLIP,1.15809,2000,2314.02,-2.25,-0.10,0.09,2.93,0.13,-11.49,-0.50,180.51,18.05,381
80,Entry short,2026-04-01 01:03,GOLD SELL,1.15701,2000,2314.02,-2.25,-0.10,0.09,2.93,0.13,-11.49,-0.50,180.51,18.05,381
81,Exit long,2026-04-06 06:24,GOLD FLIP,1.15292,2000,2316.18,-10.42,-0.45,0.08,4.87,0.21,-15.19,-0.66,169.67,16.97,1165
81,Entry long,2026-04-01 20:06,GOLD BUY,1.15809,2000,2316.18,-10.42,-0.45,0.08,4.87,0.21,-15.19,-0.66,169.67,16.97,1165
82,Exit long,2026-04-06 06:24,GOLD FLIP,1.15292,2000,2309.86,-4.1,-0.18,0.08,2.83,0.12,-8.87,-0.38,165.64,16.56,1036
82,Entry long,2026-04-02 02:33,GOLD BUY,1.15493,2000,2309.86,-4.1,-0.18,0.08,2.83,0.12,-8.87,-0.38,165.64,16.56,1036
83,Exit long,2026-04-06 06:24,GOLD FLIP,1.15292,2000,2306.72,-0.96,-0.04,0.08,5.97,0.26,-5.73,-0.25,164.75,16.48,960
83,Entry long,2026-04-02 06:21,GOLD BUY,1.15336,2000,2306.72,-0.96,-0.04,0.08,5.97,0.26,-5.73,-0.25,164.75,16.48,960
84,Exit long,2026-04-06 06:24,GOLD FLIP,1.15292,2000,2307.72,-1.96,-0.08,0.08,2.03,0.09,-6.73,-0.29,162.86,16.29,686
84,Entry long,2026-04-02 20:03,GOLD BUY,1.15386,2000,2307.72,-1.96,-0.08,0.08,2.03,0.09,-6.73,-0.29,162.86,16.29,686
85,Exit long,2026-04-06 06:24,GOLD FLIP,1.15292,2000,2306.2,-0.44,-0.02,0.08,3.55,0.15,-5.21,-0.23,162.49,16.25,481
85,Entry long,2026-04-03 06:18,GOLD BUY,1.1531,2000,2306.2,-0.44,-0.02,0.08,3.55,0.15,-5.21,-0.23,162.49,16.25,481
86,Exit long,2026-04-06 06:24,GOLD FLIP,1.15292,2000,2303.02,2.74,0.12,0.08,2.85,0.12,-2.03,-0.09,165.3,16.53,206
86,Entry long,2026-04-03 20:03,GOLD BUY,1.15151,2000,2303.02,2.74,0.12,0.08,2.85,0.12,-2.03,-0.09,165.3,16.53,206
